"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"3",37,"Yes","Travel_Rarely",1373,"Research & Development",2,2,"Other",1,4,4,"Male",92,2,1,"Laboratory Technician",3,"Single",8360,9584,6,"Y","Yes",15,3,2,80,0,7,3,3,0,0,0,0
"1299",46,"Yes","Travel_Rarely",261,"Research & Development",21,2,"Medical",1,1821,4,"Female",66,3,2,"Healthcare Representative",2,"Married",35704,43368,4,"Y","No",22,4,4,80,1,13,2,4,9,7,3,7
"1282",35,"Yes","Travel_Rarely",303,"Sales",27,3,"Life Sciences",1,1797,3,"Male",84,3,2,"Sales Executive",4,"Single",23252,53968,1,"Y","Yes",18,3,4,80,0,10,2,3,10,7,7,7
"571",52,"No","Non-Travel",715,"Research & Development",19,4,"Medical",1,791,4,"Male",41,3,1,"Research Scientist",4,"Married",17032,106356,0,"Y","No",18,3,1,80,1,5,3,3,4,3,1,2
"1228",31,"No","Travel_Rarely",741,"Research & Development",2,4,"Life Sciences",1,1721,2,"Male",69,3,1,"Laboratory Technician",3,"Married",13908,72412,1,"Y","No",14,3,4,80,1,6,2,4,5,2,0,3
"1276",51,"No","Travel_Rarely",942,"Research & Development",3,3,"Technical Degree",1,1786,1,"Female",53,3,3,"Manager",3,"Married",52464,91936,2,"Y","No",11,3,4,80,0,15,2,3,2,2,2,2
"293",31,"No","Travel_Frequently",444,"Sales",5,3,"Marketing",1,399,4,"Female",84,3,1,"Sales Representative",2,"Divorced",11156,15636,1,"Y","No",11,3,3,80,1,2,5,2,2,2,2,2
"61",32,"No","Travel_Rarely",427,"Research & Development",1,3,"Medical",1,78,1,"Male",33,3,2,"Manufacturing Director",4,"Married",24648,43508,1,"Y","Yes",22,4,2,80,1,9,3,3,9,8,7,8
"38",35,"No","Travel_Rarely",890,"Sales",2,3,"Marketing",1,49,4,"Female",97,3,1,"Sales Representative",4,"Married",8056,38748,1,"Y","No",13,3,1,80,0,2,3,3,2,2,2,2
"1066",55,"No","Travel_Rarely",1229,"Research & Development",4,4,"Life Sciences",1,1501,4,"Male",30,3,2,"Healthcare Representative",3,"Married",16140,64572,0,"Y","Yes",16,3,2,80,0,4,2,3,3,2,1,2
"120",43,"No","Travel_Frequently",394,"Sales",26,2,"Life Sciences",1,158,3,"Male",92,3,4,"Manager",4,"Married",67836,77976,1,"Y","Yes",12,3,4,80,2,25,3,4,25,12,4,12
"916",21,"Yes","Travel_Frequently",251,"Research & Development",10,2,"Life Sciences",1,1279,1,"Female",45,2,1,"Laboratory Technician",3,"Single",10500,101232,1,"Y","No",20,4,3,80,0,2,2,1,2,2,2,2
"809",29,"No","Travel_Rarely",1107,"Research & Development",28,4,"Life Sciences",1,1120,3,"Female",93,3,1,"Research Scientist",4,"Divorced",10056,107872,4,"Y","No",22,4,1,80,1,11,1,3,7,5,1,7
"656",33,"No","Travel_Rarely",1075,"Human Resources",3,2,"Human Resources",1,910,4,"Male",57,3,1,"Human Resources",2,"Divorced",9108,90600,3,"Y","Yes",11,3,3,80,1,7,4,4,4,3,0,3
"1467",39,"No","Travel_Rarely",613,"Research & Development",6,1,"Medical",1,2062,4,"Male",42,2,3,"Healthcare Representative",1,"Married",39964,85828,4,"Y","No",15,3,1,80,1,9,5,3,7,7,1,7
"654",50,"No","Non-Travel",881,"Research & Development",2,4,"Life Sciences",1,905,1,"Male",98,3,4,"Manager",1,"Divorced",71696,18176,1,"Y","No",11,3,4,80,1,31,3,3,31,6,14,7
"1355",56,"Yes","Travel_Rarely",1162,"Research & Development",24,2,"Life Sciences",1,1907,1,"Male",97,3,1,"Laboratory Technician",4,"Single",10348,41044,1,"Y","No",16,3,4,80,0,5,3,3,4,2,1,0
"57",35,"No","Travel_Frequently",853,"Sales",18,5,"Life Sciences",1,74,2,"Male",71,3,3,"Sales Executive",1,"Married",36276,44124,1,"Y","No",22,4,4,80,1,9,3,2,9,8,1,8
"500",33,"No","Travel_Rarely",1216,"Sales",8,4,"Marketing",1,677,3,"Male",39,3,2,"Sales Executive",3,"Divorced",28416,81724,0,"Y","No",12,3,4,80,0,6,3,3,5,0,1,2
"631",22,"No","Travel_Rarely",1230,"Research & Development",1,2,"Life Sciences",1,872,4,"Male",33,2,2,"Manufacturing Director",4,"Married",19100,76584,6,"Y","No",22,4,1,80,2,4,2,1,2,2,2,2
"752",50,"No","Non-Travel",145,"Sales",1,3,"Life Sciences",1,1040,4,"Female",95,3,2,"Sales Executive",3,"Married",25388,99680,0,"Y","No",12,3,1,80,1,19,3,3,18,7,0,13
"523",37,"No","Travel_Rarely",1225,"Research & Development",10,2,"Life Sciences",1,715,4,"Male",80,4,1,"Research Scientist",4,"Single",18720,60928,3,"Y","No",17,3,1,80,0,4,2,3,1,0,0,0
"17",32,"No","Travel_Rarely",334,"Research & Development",5,2,"Life Sciences",1,21,1,"Male",80,4,1,"Research Scientist",2,"Divorced",13192,60212,0,"Y","Yes",12,3,4,80,2,7,5,2,6,2,0,5
"792",35,"Yes","Travel_Rarely",1204,"Sales",4,3,"Technical Degree",1,1100,4,"Male",86,3,3,"Sales Executive",1,"Single",38328,41332,0,"Y","Yes",22,4,1,80,0,9,2,3,8,7,4,7
"180",38,"No","Travel_Rarely",1380,"Research & Development",9,2,"Life Sciences",1,245,3,"Female",75,3,1,"Laboratory Technician",4,"Single",9152,25276,1,"Y","No",12,3,3,80,0,2,3,3,2,2,2,1
"26",53,"No","Travel_Rarely",1282,"Research & Development",5,3,"Other",1,32,3,"Female",58,3,5,"Manager",3,"Divorced",76376,42940,4,"Y","No",11,3,4,80,1,26,3,2,14,13,4,8
"629",37,"No","Travel_Rarely",342,"Sales",16,4,"Marketing",1,868,4,"Male",66,2,2,"Sales Executive",3,"Divorced",25336,98232,4,"Y","No",19,3,4,80,2,9,2,3,1,0,0,0
"228",29,"No","Travel_Frequently",1413,"Sales",1,1,"Medical",1,312,2,"Female",42,3,3,"Sales Executive",4,"Married",31672,26396,1,"Y","No",14,3,4,80,1,11,5,3,11,10,4,1
"1434",25,"No","Travel_Rarely",1382,"Sales",8,2,"Other",1,2018,1,"Female",85,3,2,"Sales Executive",3,"Divorced",19628,54736,0,"Y","Yes",22,4,2,80,1,6,3,2,5,3,0,4
"1330",29,"No","Travel_Rarely",352,"Human Resources",6,1,"Medical",1,1865,4,"Male",87,2,1,"Human Resources",2,"Married",11216,61736,1,"Y","No",11,3,4,80,0,1,3,3,1,0,0,0
"1194",38,"No","Travel_Frequently",148,"Research & Development",2,3,"Medical",1,1675,4,"Female",42,2,1,"Laboratory Technician",2,"Single",9760,95304,1,"Y","No",22,4,2,80,0,4,3,3,4,3,3,3
"518",25,"No","Travel_Rarely",810,"Sales",8,3,"Life Sciences",1,707,4,"Male",57,4,2,"Sales Executive",2,"Married",19404,62712,0,"Y","No",22,4,3,80,1,4,4,3,3,2,1,2
"1422",47,"No","Non-Travel",1162,"Research & Development",1,1,"Medical",1,2000,3,"Female",98,3,3,"Research Director",2,"Married",47828,68924,0,"Y","No",18,3,1,80,2,14,3,1,13,8,5,12
"781",28,"Yes","Non-Travel",1366,"Research & Development",24,2,"Technical Degree",1,1082,2,"Male",72,2,3,"Healthcare Representative",1,"Single",34888,49420,1,"Y","No",12,3,1,80,0,10,2,2,10,7,1,9
"488",20,"No","Travel_Rarely",959,"Research & Development",1,3,"Life Sciences",1,657,4,"Female",83,2,1,"Research Scientist",2,"Single",11344,47028,1,"Y","No",13,3,4,80,0,1,0,4,1,0,0,0
"205",38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",1,282,2,"Male",70,3,2,"Healthcare Representative",1,"Married",26692,45416,7,"Y","Yes",19,3,2,80,0,17,2,3,1,0,0,0
"765",28,"No","Travel_Rarely",1144,"Sales",10,1,"Medical",1,1056,4,"Male",74,3,1,"Sales Representative",2,"Married",4208,93536,1,"Y","No",22,4,2,80,0,1,5,3,1,0,0,0
"1134",43,"No","Travel_Rarely",990,"Research & Development",27,3,"Technical Degree",1,1599,4,"Male",87,4,1,"Laboratory Technician",2,"Divorced",19504,23420,5,"Y","No",12,3,3,80,1,8,0,3,6,4,0,2
"207",22,"No","Travel_Rarely",1136,"Research & Development",5,3,"Life Sciences",1,284,4,"Male",60,4,1,"Research Scientist",2,"Divorced",9312,49568,1,"Y","Yes",16,3,1,80,1,4,2,2,4,2,2,2
"1059",34,"Yes","Travel_Rarely",790,"Sales",24,4,"Medical",1,1489,1,"Female",40,2,2,"Sales Executive",2,"Single",18396,31260,0,"Y","Yes",23,4,3,80,0,16,2,4,15,9,10,10
"13",31,"No","Travel_Rarely",670,"Research & Development",26,1,"Life Sciences",1,16,1,"Male",31,3,1,"Research Scientist",3,"Divorced",11644,60680,1,"Y","No",17,3,4,80,1,5,1,2,5,2,4,3
"1157",40,"No","Travel_Rarely",884,"Research & Development",15,3,"Life Sciences",1,1628,1,"Female",80,2,3,"Manufacturing Director",3,"Married",41740,103200,1,"Y","No",13,3,4,80,2,18,2,3,18,15,14,12
"1090",37,"No","Travel_Rarely",674,"Research & Development",13,3,"Medical",1,1543,1,"Male",47,3,2,"Research Scientist",4,"Married",17140,12124,1,"Y","No",17,3,1,80,0,10,2,3,10,8,3,7
"585",42,"No","Travel_Frequently",570,"Research & Development",8,3,"Life Sciences",1,809,2,"Male",66,3,5,"Manager",4,"Divorced",73720,64900,1,"Y","No",13,3,2,80,1,24,4,2,24,7,14,9
"487",37,"No","Travel_Rarely",558,"Sales",2,3,"Marketing",1,656,4,"Male",75,3,2,"Sales Executive",3,"Married",38408,12040,4,"Y","Yes",11,3,3,80,1,17,3,2,3,0,1,0
"1455",45,"No","Travel_Rarely",374,"Sales",20,3,"Life Sciences",1,2046,4,"Female",50,3,2,"Sales Executive",3,"Single",19400,93332,8,"Y","No",15,3,3,80,0,8,3,3,5,3,0,1
"1143",45,"No","Travel_Rarely",1015,"Research & Development",5,5,"Medical",1,1611,3,"Female",50,1,2,"Laboratory Technician",1,"Single",23076,93788,1,"Y","Yes",14,3,1,80,0,10,3,3,10,7,1,4
"208",36,"No","Travel_Frequently",635,"Research & Development",18,1,"Medical",1,286,2,"Female",73,3,1,"Laboratory Technician",4,"Single",8612,30812,1,"Y","No",13,3,1,80,0,8,2,3,8,1,1,7
"343",31,"No","Travel_Rarely",1232,"Research & Development",7,4,"Medical",1,462,3,"Female",39,3,3,"Manufacturing Director",4,"Single",28572,102852,1,"Y","Yes",14,3,3,80,0,11,2,2,11,9,4,10
"1048",33,"No","Travel_Frequently",430,"Sales",7,3,"Medical",1,1477,4,"Male",54,3,2,"Sales Executive",1,"Married",17492,69824,0,"Y","No",14,3,1,80,2,5,2,3,4,3,0,3
"1369",34,"No","Travel_Frequently",735,"Research & Development",22,4,"Other",1,1932,3,"Male",86,2,2,"Research Scientist",4,"Married",22988,105984,1,"Y","Yes",15,3,2,80,0,16,3,3,15,10,6,11
"862",46,"No","Travel_Rarely",1402,"Sales",2,3,"Marketing",1,1204,3,"Female",69,3,4,"Manager",1,"Married",68192,96388,8,"Y","No",23,4,1,80,0,28,2,3,26,15,15,9
"908",44,"No","Travel_Rarely",1099,"Sales",5,3,"Marketing",1,1267,2,"Male",88,3,5,"Manager",2,"Married",72852,35004,7,"Y","No",11,3,3,80,1,26,5,3,22,9,3,10
"1190",33,"No","Travel_Rarely",392,"Sales",2,4,"Medical",1,1670,4,"Male",93,3,2,"Sales Executive",4,"Divorced",22020,15684,1,"Y","No",14,3,3,80,2,6,5,3,6,2,0,4
"31",33,"No","Travel_Rarely",924,"Research & Development",2,3,"Medical",1,39,3,"Male",78,3,1,"Laboratory Technician",4,"Single",9984,26680,4,"Y","No",11,3,4,80,0,7,3,3,1,1,0,0
"842",24,"No","Travel_Rarely",477,"Research & Development",24,3,"Medical",1,1173,4,"Male",49,3,1,"Laboratory Technician",2,"Single",14388,25636,8,"Y","No",22,4,4,80,0,6,2,3,4,3,1,2
"1128",23,"No","Travel_Rarely",977,"Research & Development",10,3,"Technical Degree",1,1592,4,"Male",45,4,1,"Research Scientist",3,"Married",8292,51304,2,"Y","No",16,3,4,80,1,4,2,3,2,2,2,2
"729",54,"No","Travel_Rarely",1441,"Research & Development",17,3,"Technical Degree",1,1013,3,"Female",56,3,3,"Manufacturing Director",3,"Married",42956,55772,8,"Y","No",11,3,3,80,1,22,2,3,10,7,0,8
"1448",36,"No","Non-Travel",301,"Sales",15,4,"Marketing",1,2036,4,"Male",88,1,2,"Sales Executive",4,"Divorced",21624,41744,1,"Y","No",24,4,1,80,1,15,4,2,15,12,11,11
"146",30,"No","Travel_Rarely",201,"Research & Development",5,3,"Technical Degree",1,197,4,"Female",84,3,1,"Research Scientist",1,"Divorced",12816,41660,5,"Y","No",14,3,4,80,1,8,3,3,3,2,2,2
"1221",36,"No","Travel_Rarely",530,"Sales",2,4,"Life Sciences",1,1710,3,"Female",51,3,2,"Sales Representative",4,"Single",18008,29756,3,"Y","No",15,3,3,80,0,17,2,2,13,7,6,7
"646",29,"Yes","Travel_Rarely",341,"Sales",1,3,"Medical",1,896,2,"Female",48,2,1,"Sales Representative",3,"Divorced",11200,94088,6,"Y","Yes",19,3,3,80,3,5,3,3,3,2,0,2
"220",54,"No","Travel_Rarely",1147,"Sales",3,3,"Marketing",1,303,4,"Female",52,3,2,"Sales Executive",1,"Married",23760,68044,2,"Y","No",14,3,4,80,1,16,4,3,6,2,0,5
"829",18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1,1156,3,"Male",80,3,1,"Laboratory Technician",3,"Single",7616,54224,1,"Y","No",12,3,4,80,0,0,0,3,0,0,0,0
"747",41,"No","Non-Travel",247,"Research & Development",7,1,"Life Sciences",1,1035,2,"Female",55,1,5,"Research Director",3,"Divorced",79892,81136,1,"Y","No",22,4,2,80,2,21,3,3,21,16,5,10
"348",47,"No","Travel_Frequently",1309,"Sales",4,1,"Medical",1,467,2,"Male",99,3,2,"Sales Representative",3,"Single",11904,103004,3,"Y","No",19,3,1,80,0,5,3,3,0,0,0,0
"998",27,"Yes","Travel_Rarely",135,"Research & Development",17,4,"Life Sciences",1,1405,4,"Female",51,3,1,"Research Scientist",3,"Single",9576,102724,1,"Y","Yes",13,3,4,80,0,8,2,3,8,2,7,7
"323",32,"No","Travel_Rarely",1018,"Research & Development",2,4,"Medical",1,439,1,"Female",74,4,2,"Research Scientist",4,"Single",20220,42228,7,"Y","No",16,3,3,80,0,10,0,2,7,7,0,7
"744",59,"No","Travel_Rarely",715,"Research & Development",2,3,"Life Sciences",1,1032,3,"Female",69,2,4,"Manufacturing Director",4,"Single",54904,87316,3,"Y","Yes",13,3,1,80,0,30,4,3,5,3,4,3
"843",28,"Yes","Travel_Rarely",1485,"Research & Development",12,1,"Life Sciences",1,1175,3,"Female",79,3,1,"Laboratory Technician",4,"Married",10060,91820,1,"Y","Yes",11,3,4,80,0,1,4,2,1,1,0,0
"136",36,"No","Travel_Rarely",216,"Research & Development",6,2,"Medical",1,178,2,"Male",84,3,2,"Manufacturing Director",2,"Divorced",19764,11276,6,"Y","No",20,4,4,80,2,7,0,3,3,2,0,1
"240",32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",1,331,4,"Male",62,2,1,"Laboratory Technician",3,"Single",14920,38284,0,"Y","Yes",14,3,4,80,0,4,2,1,3,2,1,2
"848",34,"No","Travel_Frequently",669,"Research & Development",1,3,"Medical",1,1184,4,"Male",97,2,2,"Healthcare Representative",1,"Single",21372,103020,0,"Y","No",20,4,3,80,0,14,3,3,13,9,4,9
"952",41,"No","Non-Travel",256,"Sales",10,2,"Medical",1,1329,3,"Male",40,1,2,"Sales Executive",2,"Single",24604,88296,1,"Y","No",13,3,1,80,0,19,4,3,19,2,11,9
"617",51,"No","Travel_Rarely",1318,"Sales",26,4,"Marketing",1,851,1,"Female",66,3,4,"Manager",3,"Married",65228,22376,2,"Y","No",14,3,3,80,1,29,2,2,20,6,4,17
"71",59,"No","Travel_Frequently",1225,"Sales",1,1,"Life Sciences",1,91,1,"Female",57,2,2,"Sales Executive",3,"Single",21892,98672,7,"Y","No",11,3,4,80,0,20,2,2,4,3,1,3
"1041",40,"No","Non-Travel",218,"Research & Development",8,1,"Medical",1,1468,4,"Male",55,2,3,"Research Director",2,"Divorced",55028,100712,2,"Y","No",11,3,3,80,1,16,5,3,9,8,4,8
"735",22,"No","Travel_Rarely",217,"Research & Development",8,1,"Life Sciences",1,1019,2,"Male",94,1,1,"Laboratory Technician",1,"Married",9804,27524,1,"Y","No",15,3,1,80,1,4,3,2,4,3,1,1
"751",44,"No","Travel_Rarely",1448,"Sales",28,3,"Medical",1,1039,4,"Female",53,4,4,"Sales Executive",4,"Married",53280,46948,3,"Y","Yes",18,3,3,80,1,23,2,3,12,11,11,11
"776",43,"No","Travel_Rarely",415,"Sales",25,3,"Medical",1,1076,3,"Male",79,2,3,"Sales Executive",4,"Divorced",43192,21072,5,"Y","No",13,3,3,80,1,18,5,3,1,0,0,0
"474",49,"No","Travel_Rarely",1245,"Research & Development",18,4,"Life Sciences",1,638,4,"Male",58,2,5,"Research Director",3,"Divorced",78008,8500,1,"Y","Yes",17,3,3,80,1,31,5,3,31,9,0,9
"432",54,"No","Travel_Rarely",548,"Research & Development",8,4,"Life Sciences",1,578,3,"Female",42,3,2,"Laboratory Technician",3,"Single",15120,93712,7,"Y","No",11,3,3,80,0,19,3,3,1,0,0,0
"623",32,"No","Travel_Rarely",117,"Sales",13,4,"Life Sciences",1,859,2,"Male",73,3,2,"Sales Executive",4,"Divorced",17612,37000,2,"Y","No",11,3,3,80,1,8,3,2,5,2,0,3
"864",33,"No","Travel_Rarely",147,"Human Resources",2,3,"Human Resources",1,1207,2,"Male",99,3,1,"Human Resources",3,"Married",14400,33716,1,"Y","No",13,3,4,80,1,5,2,3,5,4,1,4
"637",35,"Yes","Travel_Frequently",130,"Research & Development",25,4,"Life Sciences",1,881,4,"Female",96,3,1,"Research Scientist",2,"Divorced",8088,66448,1,"Y","Yes",19,3,1,80,1,10,3,2,10,2,7,8
"370",31,"No","Travel_Rarely",408,"Research & Development",9,4,"Life Sciences",1,493,3,"Male",42,2,1,"Research Scientist",2,"Single",10628,30204,0,"Y","Yes",16,3,4,80,0,3,5,3,2,2,2,2
"833",37,"No","Travel_Rarely",367,"Research & Development",25,2,"Medical",1,1161,3,"Female",52,2,2,"Healthcare Representative",4,"Divorced",22924,68684,7,"Y","No",13,3,3,80,2,9,2,3,6,2,1,3
"366",46,"No","Non-Travel",1144,"Research & Development",7,4,"Medical",1,487,3,"Female",30,3,2,"Manufacturing Director",3,"Married",21032,64176,2,"Y","No",14,3,3,80,0,7,2,4,1,0,0,0
"1348",36,"No","Travel_Frequently",1213,"Human Resources",2,1,"Human Resources",1,1890,2,"Male",94,2,2,"Human Resources",4,"Single",15544,16892,1,"Y","No",21,4,4,80,0,10,2,2,10,1,0,8
"196",37,"No","Travel_Rarely",290,"Research & Development",21,3,"Life Sciences",1,267,2,"Male",65,4,1,"Research Scientist",1,"Married",14256,91908,1,"Y","Yes",12,3,1,80,1,8,3,2,8,7,1,7
"736",48,"No","Travel_Rarely",277,"Research & Development",6,3,"Life Sciences",1,1022,1,"Male",97,2,2,"Healthcare Representative",3,"Single",16960,52476,2,"Y","No",13,3,4,80,0,19,0,3,2,2,2,2
"52",28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",1,65,3,"Male",50,3,1,"Laboratory Technician",3,"Single",13764,44716,1,"Y","Yes",13,3,3,80,0,2,3,2,2,2,2,2
"84",38,"No","Non-Travel",573,"Research & Development",6,3,"Medical",1,107,2,"Female",79,1,2,"Research Scientist",4,"Divorced",21316,62868,7,"Y","Yes",12,3,4,80,3,17,3,3,13,11,1,9
"462",35,"No","Travel_Rarely",195,"Sales",1,3,"Medical",1,620,1,"Female",80,3,2,"Sales Executive",3,"Single",19436,26792,1,"Y","No",16,3,4,80,0,5,3,3,5,4,0,3
"356",26,"No","Travel_Rarely",933,"Sales",1,3,"Life Sciences",1,476,3,"Male",57,3,2,"Sales Executive",3,"Married",21184,80624,1,"Y","No",17,3,2,80,1,8,3,3,8,7,7,7
"1118",34,"No","Travel_Rarely",1351,"Research & Development",1,4,"Life Sciences",1,1580,2,"Male",45,3,2,"Research Scientist",4,"Married",21936,52032,9,"Y","No",17,3,2,80,1,9,3,2,2,2,2,1
"604",45,"No","Travel_Rarely",252,"Research & Development",2,3,"Life Sciences",1,834,2,"Female",95,2,1,"Research Scientist",3,"Single",9096,24612,1,"Y","No",14,3,4,80,0,1,3,3,1,0,0,0
"873",33,"No","Travel_Frequently",1146,"Sales",25,3,"Medical",1,1220,2,"Female",82,3,2,"Sales Executive",3,"Married",18156,19620,1,"Y","No",12,3,1,80,1,10,3,2,10,7,0,1
"683",32,"No","Non-Travel",1184,"Research & Development",1,3,"Life Sciences",1,951,3,"Female",70,2,1,"Laboratory Technician",2,"Married",9328,15896,6,"Y","No",20,4,3,80,0,5,3,3,3,0,0,2
"1366",29,"Yes","Travel_Frequently",746,"Sales",24,3,"Technical Degree",1,1928,3,"Male",45,4,1,"Sales Representative",1,"Single",4364,42568,1,"Y","No",17,3,4,80,0,1,3,3,1,0,0,0
"994",25,"No","Travel_Rarely",1372,"Sales",18,1,"Life Sciences",1,1399,1,"Male",93,4,2,"Sales Executive",3,"Married",24928,49908,2,"Y","No",11,3,2,80,0,6,3,2,3,2,1,2
"1389",32,"No","Non-Travel",1146,"Research & Development",15,4,"Medical",1,1955,3,"Female",34,3,2,"Healthcare Representative",4,"Divorced",26668,66168,5,"Y","No",18,3,2,80,1,9,6,3,5,1,1,2
"425",57,"No","Travel_Rarely",210,"Sales",29,3,"Marketing",1,568,1,"Male",56,2,4,"Manager",4,"Divorced",56472,88408,3,"Y","No",12,3,3,80,1,32,3,2,1,0,0,0
"1178",50,"No","Travel_Rarely",813,"Research & Development",17,5,"Life Sciences",1,1656,4,"Female",50,2,3,"Research Director",1,"Divorced",53076,87924,5,"Y","No",15,3,3,80,3,19,3,3,14,11,1,11
"550",34,"No","Travel_Rarely",970,"Research & Development",8,2,"Medical",1,757,2,"Female",96,3,2,"Healthcare Representative",3,"Single",24568,29440,3,"Y","No",11,3,4,80,0,10,2,3,5,1,4,3
"175",45,"No","Travel_Rarely",1268,"Sales",4,2,"Life Sciences",1,240,3,"Female",30,3,2,"Sales Executive",1,"Divorced",20024,25276,4,"Y","Yes",11,3,1,80,1,9,3,4,5,4,0,3
"372",29,"No","Travel_Rarely",1283,"Research & Development",23,3,"Life Sciences",1,495,4,"Male",54,3,1,"Research Scientist",4,"Single",8804,72672,9,"Y","No",16,3,4,80,0,6,4,3,3,2,1,2
"925",35,"No","Travel_Rarely",735,"Research & Development",6,1,"Life Sciences",1,1291,3,"Male",66,3,1,"Research Scientist",3,"Married",14024,24080,0,"Y","Yes",14,3,4,80,0,4,3,3,3,2,2,2
"696",37,"Yes","Travel_Rarely",625,"Sales",1,4,"Life Sciences",1,970,1,"Male",46,2,3,"Sales Executive",3,"Married",42436,59688,5,"Y","No",11,3,3,80,0,17,2,1,14,1,11,7
"140",30,"No","Travel_Rarely",1240,"Human Resources",9,3,"Human Resources",1,184,3,"Male",48,3,2,"Human Resources",4,"Married",25388,55928,0,"Y","Yes",19,3,4,80,0,12,2,1,11,9,4,7
"578",37,"No","Travel_Rarely",571,"Research & Development",10,1,"Life Sciences",1,802,4,"Female",82,3,1,"Research Scientist",1,"Divorced",11128,79620,0,"Y","Yes",13,3,2,80,2,6,3,2,5,3,4,3
"1096",33,"No","Travel_Rarely",589,"Research & Development",28,4,"Life Sciences",1,1549,2,"Male",79,3,2,"Laboratory Technician",3,"Married",20828,91796,1,"Y","Yes",12,3,2,80,1,15,3,3,15,14,5,7
"977",56,"No","Travel_Rarely",1369,"Research & Development",23,3,"Life Sciences",1,1373,4,"Male",68,3,4,"Manufacturing Director",2,"Married",53608,72940,4,"Y","Yes",12,3,1,80,1,33,0,3,19,16,15,9
"875",30,"No","Travel_Rarely",853,"Research & Development",7,4,"Life Sciences",1,1224,3,"Male",49,3,2,"Laboratory Technician",3,"Divorced",13964,45236,1,"Y","No",13,3,1,80,3,10,4,2,10,7,8,9
"435",31,"No","Travel_Rarely",1274,"Research & Development",9,1,"Life Sciences",1,581,3,"Male",33,3,3,"Manufacturing Director",2,"Divorced",42592,57576,1,"Y","No",25,4,4,80,1,13,6,4,13,8,0,8
"329",33,"No","Travel_Frequently",508,"Sales",10,3,"Marketing",1,446,2,"Male",46,2,2,"Sales Executive",4,"Single",18728,17268,3,"Y","No",14,3,3,80,0,9,6,2,7,7,0,1
"36",43,"No","Travel_Rarely",1273,"Research & Development",2,2,"Medical",1,46,4,"Female",72,4,1,"Research Scientist",3,"Divorced",10580,87692,1,"Y","No",12,3,4,80,2,6,3,2,5,3,1,4
"1226",45,"No","Travel_Rarely",1005,"Research & Development",28,2,"Technical Degree",1,1719,4,"Female",48,2,4,"Research Director",2,"Single",66816,68476,1,"Y","No",11,3,3,80,0,21,2,3,21,6,8,6
"238",52,"No","Non-Travel",771,"Sales",2,4,"Life Sciences",1,329,1,"Male",79,2,5,"Manager",3,"Single",76272,84120,1,"Y","Yes",18,3,4,80,0,33,2,4,33,7,15,12
"1031",31,"No","Travel_Rarely",326,"Sales",8,2,"Life Sciences",1,1453,1,"Male",31,3,3,"Sales Executive",4,"Divorced",43172,33544,1,"Y","No",18,3,1,80,1,13,5,3,13,7,9,9
"363",21,"No","Non-Travel",895,"Sales",9,2,"Medical",1,484,1,"Male",39,3,1,"Sales Representative",4,"Single",10440,11404,1,"Y","No",24,4,3,80,0,3,3,2,3,2,2,2
"948",52,"Yes","Travel_Rarely",1030,"Sales",5,3,"Life Sciences",1,1319,2,"Male",64,3,3,"Sales Executive",2,"Single",33784,86136,9,"Y","Yes",19,3,3,80,0,10,2,2,8,7,7,7
"1310",26,"No","Travel_Rarely",572,"Sales",10,3,"Medical",1,1836,3,"Male",46,3,2,"Sales Executive",4,"Single",18736,36500,1,"Y","No",13,3,1,80,0,5,4,3,5,3,1,2
"233",59,"No","Travel_Rarely",818,"Human Resources",6,2,"Medical",1,321,2,"Male",52,3,1,"Human Resources",3,"Married",9068,102628,8,"Y","No",17,3,4,80,0,7,2,2,2,2,2,2
"615",26,"Yes","Travel_Frequently",887,"Research & Development",5,2,"Medical",1,848,3,"Female",88,2,1,"Research Scientist",3,"Married",9464,83592,1,"Y","Yes",14,3,1,80,1,8,2,3,8,7,1,7
"1151",35,"No","Travel_Rarely",819,"Research & Development",18,5,"Life Sciences",1,1621,2,"Male",48,4,2,"Research Scientist",1,"Married",20832,105248,1,"Y","No",11,3,4,80,0,16,2,3,16,15,1,10
"1378",49,"No","Travel_Frequently",1064,"Research & Development",2,1,"Life Sciences",1,1941,2,"Male",42,3,5,"Research Director",4,"Married",76644,54952,3,"Y","No",15,3,4,80,0,28,3,3,5,4,4,3
"931",51,"No","Travel_Frequently",968,"Research & Development",6,2,"Medical",1,1297,2,"Female",40,2,1,"Laboratory Technician",3,"Single",11352,17028,0,"Y","No",14,3,2,80,0,8,6,2,7,0,7,7
